society,property_type,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,puja room,others,furnishing_type,luxury_score
pareena coban residences,flat,sector 99a,1.38,7150.0,1930.0,Super Built up area 2352(218.51 sq.m.)Built Up area: 2150 sq.ft. (199.74 sq.m.)Carpet area: 1930 sq.ft. (179.3 sq.m.),4,5,3+,1.0,South-East,Relatively New,2352.0,2150.0,1930.0,0,1,0,0,1,0,49
smart world orchard,flat,sector 61,1.7,15000.0,1133.0,Carpet area: 1150 (106.84 sq.m.),2,2,2,4.0,,Under Construction,,,1150.0,0,0,0,0,0,0,24
central park flower valley cerise floors,flat,sector 33 road,1.3,10743.0,1210.0,Super Built up area 1210(112.41 sq.m.),2,2,2,3.0,North,New Property,1210.0,,,1,0,0,0,0,0,22
mapsko mount ville,flat,sector 79,1.65,9091.0,1815.0,Built Up area: 1815 (168.62 sq.m.),3,3,0,12.0,,Undefined,,1815.0,,0,0,0,0,0,0,0
independent,house,sector 4,5.0,10101.0,4950.0,Plot area 550(459.87 sq.m.),3,3,2,1.0,North-East,Old Property,,4950.0,,0,0,0,0,0,0,22
aipl zen residences,flat,sector 70a,1.25,9904.0,1262.0,Carpet area: 1262 (117.24 sq.m.),2,2,2,19.0,,New Property,,,1262.0,0,0,0,0,0,0,42
independent,house,sector 26,6.75,27778.0,2430.0,Plot area 270(225.75 sq.m.),3,3,3,2.0,North-East,Moderately Old,,2430.0,,0,0,0,0,0,0,27
la vida by tata housing,flat,sector 113,1.55,11654.0,1330.0,Super Built up area 1330(123.56 sq.m.)Built Up area: 1276 sq.ft. (118.54 sq.m.)Carpet area: 1180 sq.ft. (109.63 sq.m.),2,2,3,2.0,North-East,New Property,1330.0,1276.0,1180.0,0,0,0,0,0,0,174
tarc maceo,flat,sector 91,1.8,7758.0,2320.0,Carpet area: 2320 (215.54 sq.m.),4,3,3+,0.0,North,Relatively New,,,2320.0,1,0,0,0,0,2,45
m3m soulitude,flat,sector 89,1.25,8784.0,1423.0,Carpet area: 1423 (132.2 sq.m.),3,3,2,3.0,,New Property,,,1423.0,1,0,0,0,0,0,49
bestech altura,flat,sector 79,1.9,8837.0,2150.0,Super Built up area 2150(199.74 sq.m.),3,4,3,11.0,North-East,Under Construction,2150.0,,,0,0,0,0,0,0,96
shapoorji pallonji joyville gurugram,flat,sector 102,1.95,13928.0,1400.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,6.0,North-East,New Property,1852.0,,1400.0,0,0,0,0,0,1,174
tulip white,flat,sector 69,0.9,6000.0,1500.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1326 sq.ft. (123.19 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,3+,1.0,West,Relatively New,1500.0,1326.0,1050.0,0,0,0,0,0,1,149
shapoorji pallonji joyville gurugram,flat,sector 102,1.77,9195.0,1925.0,Super Built up area 1827(169.73 sq.m.),3,3,3,1.0,North-East,Relatively New,1827.0,,,0,0,0,0,0,0,151
mapsko mount ville,flat,sector 79,1.2,8052.0,1490.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 1163.91 sq.ft. (108.13 sq.m.),3,3,3,9.0,South,Relatively New,1490.0,,1163.91,1,0,0,0,0,1,104
raheja vanya,flat,sector 99a,0.59,3975.0,1484.0,Super Built up area 1252.13(116.33 sq.m.),2,2,3,1.0,East,Under Construction,1252.13,,,0,0,0,0,1,0,96
shapoorji pallonji joyville gurugram,flat,sector 102,2.5,14000.0,1786.0,Super Built up area 1827(169.73 sq.m.),3,3,3,15.0,,Under Construction,1827.0,,,0,0,0,0,0,0,151
signature global city 37d ph 2,flat,sector 37d,1.07,8237.0,1299.0,Carpet area: 1305 (121.24 sq.m.),3,3,2,2.0,North-East,Under Construction,,,1305.0,0,0,0,0,0,0,86
dlf express greens,flat,manesar,1.5,6358.0,2359.0,Super Built up area 2359(219.16 sq.m.),4,5,3+,10.0,East,New Property,2359.0,,,0,1,0,0,0,0,32
emaar mgf emerald floors premier,flat,sector 65,2.77,14025.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4,4,3+,3.0,North-East,Relatively New,,,1975.0,1,1,0,0,0,2,174
tulip violet,flat,sector 69,2.0,10167.0,1967.0,Carpet area: 1967 (182.74 sq.m.),4,4,1,12.0,,Relatively New,,,1967.0,0,0,0,0,0,0,79
ramsons kshitij,flat,sector 95,0.3,3158.0,950.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 552 sq.ft. (51.28 sq.m.),2,2,1,11.0,,Undefined,,950.0,552.0,0,0,0,0,0,0,0
raheja maheshwara,flat,sohna road road,0.48,4367.0,1099.0,Super Built up area 1099(102.1 sq.m.),2,2,2,11.0,,Under Construction,1099.0,,,0,0,0,0,0,0,45
tata primanti,flat,sector 72,4.0,16032.0,2495.0,Super Built up area 2905(269.88 sq.m.)Carpet area: 2495 sq.ft. (231.79 sq.m.),4,5,3+,22.0,West,Relatively New,2905.0,,2495.0,0,1,0,0,0,1,174
emaar imperial gardens,flat,sector 102,2.05,9876.0,2076.0,Carpet area: 2025 (188.13 sq.m.),3,4,3+,14.0,South,Relatively New,,,2025.0,0,1,0,0,0,0,116
antriksh heights,flat,sector 110,0.85,5556.0,1530.0,Super Built up area 1350(125.42 sq.m.),2,2,3,10.0,North-West,New Property,1350.0,,,1,0,0,0,1,0,24
kanchanjanga tower,flat,sector 56,1.45,7631.0,1900.0,Super Built up area 1900(176.52 sq.m.),3,3,3+,2.0,North,Moderately Old,1900.0,,,0,0,0,0,0,1,126
m3m heights,flat,sector 65,2.01,13500.0,1489.0,Super Built up area 1516(140.84 sq.m.)Carpet area: 1433 sq.ft. (133.13 sq.m.),2,2,3,8.0,North-East,New Property,1516.0,,1433.0,1,0,0,0,0,0,44
dlf regal gardens,flat,sector 90,1.29,9020.0,1430.0,Super Built up area 1702(158.12 sq.m.)Built Up area: 1540 sq.ft. (143.07 sq.m.)Carpet area: 1430 sq.ft. (132.85 sq.m.),3,3,3,7.0,East,Relatively New,1702.0,1540.0,1430.0,1,0,0,0,0,0,174
emaar gurgaon greens,flat,sector 102,1.35,10800.0,1250.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,4,3+,9.0,North-East,Relatively New,1650.0,1400.0,1250.0,0,1,0,0,0,1,174
independent,house,sohna road road,6.25,6944.0,9001.0,Plot area 1000(836.13 sq.m.),3,3,0,1.0,,Moderately Old,,9000.0,,0,0,0,0,0,0,0
independent,house,sector 12,0.7,6034.0,1160.0,Plot area 1160(107.77 sq.m.),3,3,0,1.0,North-East,Relatively New,,1160.0,,0,0,0,0,0,0,23
tulip purple,flat,sector 69,1.8,9000.0,2000.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,5,3+,4.0,North-East,Relatively New,2400.0,2200.0,2000.0,0,1,0,0,0,0,165
zara aavaas,flat,sector 104,0.65,8519.0,763.0,Carpet area: 763 (70.89 sq.m.),3,2,2,7.0,,New Property,,,763.0,0,0,0,0,0,0,65
umang winter hills,flat,sector 77,0.8,5961.0,1342.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,10.0,North,Relatively New,1342.0,,1000.0,0,0,0,0,0,1,49
bestech park view ananda,flat,sector 81,1.1,6686.0,1645.0,Super Built up area 1645(152.83 sq.m.)Carpet area: 1034 sq.ft. (96.06 sq.m.),3,2,3+,5.0,East,Relatively New,1645.0,,1034.0,0,0,0,0,0,0,150
tarc maceo,flat,sector 91,1.4,7407.0,1890.0,Super Built up area 1890(175.59 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3+,7.0,North,Relatively New,1890.0,1700.0,1600.0,0,0,0,0,0,0,76
dlf regal gardens,flat,sector 90,1.25,10416.0,1200.0,Super Built up area 1702(158.12 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,18.0,North,Moderately Old,1702.0,,1200.0,0,1,0,0,0,0,100
shree vardhman victoria,flat,sector 70,1.15,8518.0,1350.0,Carpet area: 1350 (125.42 sq.m.),2,2,2,6.0,South-West,Relatively New,,,1350.0,1,0,0,0,0,0,85
sushant lok 1 builder floors,house,sector 43,1.65,3395.0,4860.0,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 500 sq.yards (418.06 sq.m.),4,4,3+,4.0,West,Moderately Old,,540.0,500.0,0,0,0,0,1,2,49
wings apartment,flat,sector 9,1.2,6666.0,1800.0,Carpet area: 1800 (167.23 sq.m.),4,3,2,4.0,South-East,Moderately Old,,,1800.0,0,0,0,0,0,1,23
ats triumph,flat,sector 104,4.45,6846.0,6500.0,Carpet area: 6500 (603.87 sq.m.),4,5,3+,27.0,North,Relatively New,,,6500.0,0,0,0,0,0,0,110
green court,flat,sector 90,0.5,8333.0,600.0,Super Built up area 700(65.03 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,1,8.0,,New Property,700.0,,600.0,0,0,0,0,0,0,42
godrej aria,flat,sector 79,1.1,11482.0,958.0,Super Built up area 89,2,2,3,9.0,,New Property,89.0,,,0,0,0,0,0,0,62
shree vardhman flora,flat,sector 90,0.7,5177.0,1352.0,Carpet area: 1352 (125.6 sq.m.),2,3,2,7.0,North,Relatively New,,,1352.0,1,0,0,0,0,1,49
emaar mgf marbella,house,sector 66,8.8,41608.0,2115.0,Built Up area: 267 (223.25 sq.m.),4,4,3+,3.0,South-East,Relatively New,,267.0,,0,1,1,0,0,0,107
eldeco accolade,flat,sohna road road,1.3,7424.0,1751.0,Super Built up area 1751(162.67 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),3,3,3+,10.0,East,Relatively New,1751.0,,1290.0,0,0,0,0,0,0,49
independent,house,sector 8,0.49,11250.0,436.0,Plot area 360(33.45 sq.m.),6,3,2,3.0,East,Moderately Old,,360.0,,0,0,0,0,0,0,8
ireo victory valley,flat,sector 67,3.05,12650.0,2411.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1688 sq.ft. (156.82 sq.m.),3,3,3+,21.0,South-West,Relatively New,2411.0,,1688.0,0,1,0,0,0,1,157
cghs vidya enclave,flat,sector 56,1.7,10967.0,1550.0,Super Built up area 1600(148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,2,3,6.0,,Old Property,1600.0,,1550.0,0,0,1,0,0,0,101
vatika gurgaon,flat,sector 83,1.4,7179.0,1950.0,Carpet area: 1950 (181.16 sq.m.),4,4,3,10.0,North-East,Relatively New,,,1950.0,0,1,0,0,0,0,35
silverglades the melia,flat,sohna road road,0.91,6800.0,1338.0,Super Built up area 1350(125.42 sq.m.),2,2,3,1.0,,New Property,1350.0,,,1,0,0,0,0,0,72
krisumi waterfall residences,flat,sector 36a,2.3,15551.0,1479.0,Built Up area: 1479 (137.4 sq.m.),2,2,2,23.0,,Undefined,,1479.0,,0,0,0,0,0,0,58
tata primanti,flat,sector 72,4.1,14100.0,2908.0,Super Built up area 2905(269.88 sq.m.),4,5,3+,39.0,,New Property,2905.0,,,0,1,0,0,1,0,103
not applicable,house,sector 4,0.4,9259.0,432.0,Plot area 432(40.13 sq.m.),1,1,1,1.0,,Moderately Old,,432.0,,0,0,0,0,0,0,0
ansals florence villa,house,sector 57,6.0,22222.0,2700.0,Plot area 300(250.84 sq.m.),4,5,2,2.0,,Old Property,,2700.0,,0,1,0,0,0,1,20
shri banke bihari society,flat,sector 56,1.35,9642.0,1400.0,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,4.0,,Old Property,1500.0,1450.0,1400.0,0,0,0,0,1,1,174
signature global city 92,flat,sector 92,0.78,7722.0,1010.0,Super Built up area 1010(93.83 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2,2,3,2.0,,Under Construction,1010.0,,700.0,0,0,0,0,1,0,24
hcbs sports ville,flat,sohna road road,0.2,4219.0,474.0,Built Up area: 473.99 (44.04 sq.m.),1,1,1,3.0,East,New Property,,474.042156,,0,0,0,0,0,0,71
independent,house,sector 43,15.5,28233.0,5490.0,Plot area 610(510.04 sq.m.),5,6,3,3.0,East,Moderately Old,,5490.0,,1,1,1,0,0,0,76
independent,house,sector 43,2.1,4250.0,4941.0,Plot area 61(51 sq.m.),10,10,3+,5.0,West,New Property,,549.0,,0,1,0,0,0,0,20
dlf new town heights,flat,sector 90,1.65,6979.0,2364.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,15.0,South-East,Moderately Old,2364.0,,,0,1,0,0,0,1,137
emaar mgf marbella,house,sector 66,15.1,18605.0,8116.0,Plot area 754,5,5,3+,3.0,East,New Property,,8115.9806,,1,1,1,0,0,0,120
sobha city,flat,sector 108,3.75,14938.0,2510.0,Super Built up area 2343(217.67 sq.m.),3,3,2,16.0,North-East,New Property,2343.0,,,0,1,0,0,0,0,77
cghs airport apartment,flat,sector 47,1.8,6000.0,3000.0,Super Built up area 3000(278.71 sq.m.)Carpet area: 2700 sq.ft. (250.84 sq.m.),4,4,3+,4.0,North-West,Moderately Old,3000.0,,2700.0,0,0,1,0,0,1,120
antriksh heights,flat,sector 84,0.6,5000.0,1200.0,Super Built up area 1200(111.48 sq.m.),2,2,2,14.0,North,Relatively New,1200.0,,,0,0,0,0,0,0,52
pareena mi casa,flat,sector 68,1.0,8163.0,1225.0,Carpet area: 1225 (113.81 sq.m.),2,2,2,16.0,,New Property,,,1225.0,0,1,0,0,0,0,65
sidhartha ncr one phase,flat,sector 95,0.56,4105.0,1364.0,Super Built up area 1364(126.72 sq.m.),2,2,2,10.0,,Relatively New,1364.0,,,0,0,0,0,0,1,60
pioneer araya,flat,sector 62,9.14,19488.0,4690.0,Super Built up area 4690(435.72 sq.m.)Carpet area: 3258 sq.ft. (302.68 sq.m.),4,6,3,16.0,East,Relatively New,4690.0,,3258.0,1,1,1,0,0,1,146
tata primanti,house,sector 72,8.5,13492.0,6300.0,Plot area 6300(585.29 sq.m.),5,6,3+,10.0,East,Relatively New,,6300.0,,1,1,1,0,0,1,145
smart world orchard,flat,sector 61,2.5,16139.0,1549.0,Built Up area: 1549 (143.91 sq.m.),3,3,1,1.0,East,Undefined,,1549.0,,0,0,0,0,0,0,61
independent,house,sector 43,9.85,29642.0,3323.0,Plot area 418(349.5 sq.m.),5,5,2,3.0,West,Old Property,,418.0,,1,1,0,0,0,0,21
palam vihar society,flat,sector 2,0.4,8602.0,465.0,Super Built up area 465(43.2 sq.m.)Built Up area: 450 sq.ft. (41.81 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1,1,1,5.0,North,Moderately Old,465.0,450.0,425.0,0,0,0,0,0,1,39
viridian the plaza 106,flat,sector 106,0.46,6571.0,700.0,Carpet area: 700 (65.03 sq.m.),1,1,1,18.0,,New Property,,,700.0,0,0,0,0,0,0,104
chd avenue,flat,sector 71,0.82,7083.0,1158.0,Super Built up area 1200(111.48 sq.m.),2,2,2,6.0,,Moderately Old,1200.0,,,0,0,0,0,0,0,0
siddhartha apartment,flat,sector 95,1.1,4327.0,2542.0,Carpet area: 2542 (236.16 sq.m.),4,3,3,9.0,North,Relatively New,,,2542.0,0,1,0,0,1,0,22
antriksh heights,flat,sector 84,0.73,6083.0,1200.0,Super Built up area 1200(111.48 sq.m.)Carpet area: 870 sq.ft. (80.83 sq.m.),2,2,3+,4.0,North-West,Relatively New,1200.0,,870.0,1,0,1,0,0,0,158
divya apartments,flat,sector 6,0.6,7594.0,790.0,Built Up area: 790 (73.39 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,0,2.0,South-West,Relatively New,,790.0,750.0,0,0,0,0,0,1,15
ashok vihar phase 2,flat,sector 3 phase 2,0.28,4307.0,650.0,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,1,3.0,North,Relatively New,650.0,,550.0,0,0,0,0,0,0,64
shapoorji pallonji joyville gurugram,flat,sector 102,1.75,9449.0,1852.0,Super Built up area 1852(172.06 sq.m.)Carpet area: 1128 sq.ft. (104.79 sq.m.),3,3,3,10.0,West,Relatively New,1852.0,,1128.0,1,1,0,0,1,0,49
raheja sampada,flat,sector 92,0.65,4744.0,1370.0,Super Built up area 1370(127.28 sq.m.),3,2,3,6.0,North-East,Relatively New,1370.0,,,0,0,0,0,0,0,49
sector 14 rwa,house,sector 14,6.5,20635.0,3150.0,Plot area 350(292.64 sq.m.),4,4,3+,2.0,,Moderately Old,,3150.0,,0,0,0,0,0,0,0
godrej summit,flat,sector 104,0.82,9854.0,832.0,Carpet area: 77.31,2,2,3,12.0,,Relatively New,,,77.31,1,0,0,0,0,0,120
godrej,flat,sector 79,1.35,8970.0,1505.0,Super Built up area 1505(139.82 sq.m.),3,3,2,7.0,South-West,Relatively New,1505.0,,,0,0,0,0,0,0,118
ansal heights 86,flat,sector 86,1.25,7396.0,1690.0,Super Built up area 1690(157.01 sq.m.),3,2,1,11.0,,New Property,1690.0,,,0,0,0,0,0,0,45
sidhartha ncr one phase,flat,sector 95,0.6,4800.0,1250.0,Built Up area: 1250 (116.13 sq.m.),2,2,3,10.0,North-East,Undefined,,1250.0,,0,0,0,0,0,0,0
independent,house,sector 40,5.0,21124.0,2367.0,Plot area 263(219.9 sq.m.),9,9,3+,3.0,North-West,Moderately Old,,2367.0,,0,1,1,0,0,1,83
ats tourmaline,flat,sector 109,2.1,8123.0,2585.0,Super Built up area 2585(240.15 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.),3,4,3+,11.0,South-East,Relatively New,2585.0,2100.0,,0,1,0,0,0,1,165
emaar mgf emerald floors premier,flat,sector 65,2.36,14303.0,1650.0,Super Built up area 1650(153.29 sq.m.),3,3,3,0.0,North-East,Relatively New,1650.0,,,1,1,0,0,0,1,159
dlf the ultima,flat,sector 81,2.25,10553.0,2132.0,Super Built up area 2132(198.07 sq.m.),3,3,3+,6.0,East,New Property,2132.0,,,0,1,0,0,0,2,168
signature global park,flat,sohna road road,0.56,6812.0,822.0,Carpet area: 822 (76.37 sq.m.),2,2,3,3.0,South,New Property,,,822.0,0,0,0,0,0,0,111
unitech heritage city,flat,sector 14,4.26,13108.0,3250.0,Built Up area: 3250 (301.93 sq.m.),4,4,0,9.0,,Undefined,,3250.0,,0,0,0,0,0,0,0
independent,house,sector 9,3.5,13410.0,2610.0,Plot area 290(242.48 sq.m.),9,9,3+,3.0,North-East,Relatively New,,2610.0,,1,0,0,0,0,0,23
bestech spa signature,flat,sector 81,4.45,10595.0,4200.0,Super Built up area 4200(390.19 sq.m.)Built Up area: 3850 sq.ft. (357.68 sq.m.)Carpet area: 3600 sq.ft. (334.45 sq.m.),4,4,3+,8.0,South-West,Relatively New,4200.0,3850.0,3600.0,1,1,0,0,1,1,49
m3m golfestate,flat,sector 65,4.95,15906.0,3112.0,Super Built up area 3112(289.11 sq.m.),3,3,3,10.0,North,Relatively New,3112.0,,,0,1,0,0,0,1,82
ashiana anmol,flat,sohna road road,0.9,9463.0,951.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 951 sq.ft. (88.35 sq.m.),2,2,2,13.0,South,Relatively New,1275.0,,951.0,0,0,0,0,0,2,120
tulsiani easy in homes,flat,sohna road road,0.4,7920.0,505.0,Carpet area: 505 (46.92 sq.m.),2,2,3,9.0,,Under Construction,,,505.0,0,0,0,0,0,0,36
emaar mgf emerald floors premier,flat,sector 65,2.8,14177.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4,4,3,2.0,South,Relatively New,,,1975.0,1,1,0,0,0,1,108
ss the leaf,flat,sector 85,1.84,7641.0,2408.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3,8.0,South-East,Relatively New,2408.0,,1685.0,0,0,0,0,0,0,158
independent,house,sector 4,0.4,8889.0,450.0,Plot area 50(41.81 sq.m.),1,1,0,1.0,,Moderately Old,,450.0,,0,0,0,0,0,0,0
bptp mansions park prime,flat,sector 66,3.0,10853.0,2764.0,Super Built up area 2764(256.78 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,4,3,3.0,North,Relatively New,2764.0,2700.0,2500.0,1,1,0,0,1,1,174
godrej nature plus,flat,sector 33 road,1.45,15664.0,926.0,Built Up area: 118 Carpet area: 86 sq.m.,3,2,3+,20.0,,Under Construction,,118.0,86.0,1,0,0,0,0,0,144
paras dews,flat,sector 106,1.05,8536.0,1230.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1345 sq.ft. (124.95 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),3,4,3+,10.0,North-East,Relatively New,1760.0,1345.0,1230.0,0,1,0,0,0,0,174
vatika gurgaon,flat,sector 83,1.25,7812.0,1600.0,Super Built up area 2390(222.04 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4,4,3,12.0,South-West,Moderately Old,2390.0,,1600.0,0,1,0,0,0,0,103
dlf the primus,flat,sector 82a,2.95,11451.0,2576.0,Super Built up area 2576(239.32 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4,5,3+,10.0,North-East,Relatively New,2576.0,,1700.0,0,1,0,0,0,2,174
ireo skyon,flat,sector 60,3.0,12484.0,2403.0,Super Built up area 2403(223.25 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,3,5.0,North-East,Relatively New,2403.0,2400.0,2200.0,0,1,0,0,0,1,174
signature global synera,flat,sector 81,0.4,6319.0,633.0,Super Built up area 633(58.81 sq.m.)Carpet area: 539 sq.ft. (50.07 sq.m.),2,2,1,12.0,South,Relatively New,633.0,,539.0,0,0,0,0,0,0,23
independent,house,sector 9,0.22,7407.0,297.0,Carpet area: 33 (27.59 sq.m.),2,2,2,1.0,,Undefined,,,33.0,0,0,0,0,0,0,0
housing board colony,house,sector 28,3.5,25926.0,1350.0,Plot area 150(125.42 sq.m.),6,6,3,3.0,,Relatively New,,1350.0,,0,0,0,0,0,0,0
ireo victory valley,flat,sector 67,3.05,16266.0,1875.0,Super Built up area 2385(221.57 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),3,4,2,35.0,South-West,Relatively New,2385.0,2200.0,1875.0,1,1,0,0,0,1,165
ats kocoon,flat,sector 109,1.68,9627.0,1745.0,Super Built up area 1745(162.12 sq.m.),3,3,3,8.0,North-East,Relatively New,1745.0,,,0,0,0,0,0,0,142
gls arawali homes,flat,sohna road road,0.29,6035.0,481.0,Carpet area: 480.53 (44.64 sq.m.),2,2,2,9.0,East,Relatively New,,,480.500496,0,0,0,0,0,0,55
vatika seven elements,flat,sector 89,1.6,8163.0,1960.0,Super Built up area 1960(182.09 sq.m.),3,3,3,5.0,,New Property,1960.0,,,0,0,0,0,0,0,58
ambience lagoon,flat,sector 24,4.25,13281.0,3200.0,Super Built up area 3200(297.29 sq.m.)Carpet area: 3156 sq.ft. (293.2 sq.m.),3,4,3+,3.0,North-East,Old Property,3200.0,,3156.0,0,1,0,0,0,1,143
independent,house,sector 14,6.4,20317.0,3150.0,Plot area 350(292.64 sq.m.)Built Up area: 349 sq.yards (291.81 sq.m.)Carpet area: 348 sq.yards (290.97 sq.m.),6,6,3+,3.0,North,Old Property,,349.0,348.0,0,0,0,0,1,0,35
smart world orchard,flat,sector 61,1.57,13652.0,1150.0,Built Up area: 1150 (106.84 sq.m.),2,2,2,3.0,,New Property,,1150.0,,1,0,0,0,1,0,71
suncity vatsal valley,flat,gwal pahari,1.38,9650.0,1430.0,Super Built up area 1430(132.85 sq.m.),3,3,2,1.0,East,Relatively New,1430.0,,,0,0,0,0,0,1,151
independent,house,sector 7,0.45,5000.0,900.0,Plot area 900(83.61 sq.m.),3,2,1,2.0,North-West,Old Property,,900.0,,0,0,0,0,1,0,12
independent,house,sector 45,4.49,24455.0,1836.0,Plot area 204(170.57 sq.m.),9,9,3+,3.0,North-West,Moderately Old,,1836.0,,0,0,0,0,1,1,90
rof ananda,flat,sector 95,0.32,5736.0,558.0,Carpet area: 549.16 (51.02 sq.m.),2,2,1,10.0,North,Relatively New,,,549.174178,0,0,0,0,0,1,50
smart world orchard,flat,sector 61,1.5,12500.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2,2,2,2.0,North,Under Construction,,,1200.0,1,0,0,0,0,0,49
independent,house,sector 25,13.0,45710.0,2844.0,Plot area 316(264.22 sq.m.),6,8,3+,,,Relatively New,,2844.0,,1,1,1,0,0,2,0
bestech park view ananda,flat,sector 81,0.9,6618.0,1360.0,Super Built up area 1360(126.35 sq.m.),2,2,3,8.0,,New Property,1360.0,,,0,0,0,0,1,0,60
tulip violet,flat,sector 69,1.76,9513.0,1850.0,Super Built up area 1850(171.87 sq.m.),3,4,2,0.0,South-West,Relatively New,1850.0,,,0,0,0,0,0,0,157
experion windchants,flat,sector 112,3.75,13383.0,2802.0,Super Built up area 2802(260.31 sq.m.),3,5,3+,22.0,South-West,Relatively New,2802.0,,,0,1,0,0,0,1,49
independent,house,manesar,1.1,6172.0,1782.0,Plot area 1782(165.55 sq.m.),8,8,0,1.0,,New Property,,1782.0,,0,0,0,0,0,0,0
independent,house,sector 6,0.5,13889.0,360.0,Plot area 40(33.45 sq.m.),5,3,3,3.0,,Old Property,,360.0,,0,0,0,0,0,0,0
independent,house,sector 2,6.0,24691.0,2430.0,Plot area 270(225.75 sq.m.),5,6,3+,3.0,East,Old Property,,2430.0,,1,0,0,0,1,1,43
m3m soulitude,flat,sector 89,1.28,8827.0,1450.0,Carpet area: 1450 (134.71 sq.m.),3,3,2,4.0,,Under Construction,,,1450.0,1,0,0,0,0,0,114
independent,house,sector 5,3.5,15555.0,2250.0,Plot area 2050(190.45 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.),6,5,2,3.0,North-East,Old Property,,2250.0,,1,1,0,0,1,2,155
vatika signature villas,house,sector 82,4.7,21759.0,2160.0,Plot area 240(200.67 sq.m.),3,3,3+,3.0,,New Property,,2160.0,,0,1,0,0,0,0,33
ss hibiscus,flat,sector 50,6.0,12272.0,4889.0,Super Built up area 4400(408.77 sq.m.),4,3,3,5.0,South-East,Moderately Old,4400.0,,,0,1,0,0,0,0,31
independent,house,sector 26,8.1,35294.0,2295.0,Plot area 255(213.21 sq.m.),5,5,2,4.0,East,Old Property,,2295.0,,0,0,0,0,0,0,42
huda sector-56 gurgaon,house,sector 56,3.6,24845.0,1449.0,Plot area 161(134.62 sq.m.),5,5,3+,3.0,North-East,Moderately Old,,1449.0,,0,0,0,0,1,0,47
signature global park,flat,sohna road road,0.56,6812.0,822.0,Carpet area: 822 (76.37 sq.m.),2,2,3,3.0,South,New Property,,,822.0,0,0,0,0,0,0,81
paras dews,flat,sector 106,1.34,9550.0,1403.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4,5,3+,7.0,South-East,Relatively New,2355.0,1535.0,1403.0,0,1,0,0,0,0,49
orris aster court,flat,sector 85,0.9,5671.0,1587.0,Super Built up area 1587(147.44 sq.m.),3,3,3,8.0,North-East,Relatively New,1587.0,,,0,0,0,0,0,0,49
